Continent,Country,Weather and Geography
europe,estonia,"Located in the northern part of the temperate climate zone and influenced by the Atlantic Ocean and Baltic Sea, Estonia has four distinct seasons with July being the warmest month and February the coldest. Rainfall is moderately low throughout the year, but falling frequently in summer and autumn. Spring (March to May) sees water levels rise due to snow melts, flooding low-lying lands and giving keen canoers access to places that are otherwise accessible by foot. In Tallinn, the average temperatures rise gradually from -1°C (30°F) in March to 11°C (52°F) in May. Summer (June to August) is the best time to visit Estonia as visitors can enjoy warm days and a string of festivals. However, do bring a raincoat as summer can be wet with frequent showers. In some coastal areas, visitors get to enjoy 19 hours of daylight in June. Autumn (September to November) sees many gloomy days and frequent rainfall. September is still a good time to visit Estonia but by November, the weather turns cold and wet with temperatures averaging just 1°C (34°F). Winter (December to February) is cold and snowy, particularly in the southwest where the warm sea current does not quite reach. Despite cold, Tallinn is most atmospheric with the Christmas Market sparkles in the charming Old Town. Lighter clothes are worn during the summer months, although a jacket is advisable in the evening. Wrap up warm if you're visiting during the winter months. Check the climate of the specific area you intend to travel to as winter temperatures vary greatly between the coast and inland. Estonia is the most northerly of the three Baltic Republics and is bordered to the north and west by the Baltic Sea, to the east by the Russian Federation and to the south by Latvia. The country is one of great scenic beauty with many forests, more than 1,400 lakes and 1,500 islands. Smaller than Lithuania and Latvia, it has nevertheless the longest coastline of all the Baltic States."
europe,finland,"The climate of Finland varies greatly depending on the latitude; the relatively temperate climate of the south coast is quite different from the challenging winters in Lapland. Summer is Jun-Aug, winter is Nov-Mar, but snow in Lapland can start around October and linger until May. July temperatures average 21°C (70°F) in the capital Helsinki and 20°C (68°F) in Rovaniemi. 86. In the far south there is no midnight sun, but around 19 hours of daylight in the summer. In Lapland you can expect midnight sun for up to 2 months. January temperatures average -7°C (20°F) in Helsinki and -15°C (5°F) in Rovaniemi. Keep in mind that the record low temperatures range from -35°C to -45°C (-31°F to -40°F) regardless of region, and recent years have seen particularly cold winters. Around midwinter the sun will not rise in Lapland, perfect for spotting the northern lights. Further south there will be about 6 hours of daylight during the winter months. Rainfall is distributed fairly evenly throughout the year in the south, with an average of around 18 days of rainfall in Helsinki per month. The north may be drier, but also particularly plagued by gnats and mosquitoes. In summer, travellers can get away with lightweight clothing in the daytime, but long sleeves and long trousers or skirts may be more comfortable for the evening. Waterproof clothes are useful throughout the year. If you are hiking through forests, wear waterproof boots, long sleeves and trousers to protect against mosquitoes and ticks. In Lapland you will need insect repellent. In winter, bring appropriate clothing for snowy conditions, including wool under-layers and socks (not cotton) as well as snow boots with a good grip. In the Arctic North, you may need expedition-quality winter clothing. Towns and resorts generally offer these for hire and hotel staff can give recommendations on what you will need. With Sweden to the west, and Russia to the east, the history and politics of Finland have been shaped by its location. The national character of the Finns has been further coloured by the water-logged landscape - the country is hemmed in by the Gulf of Bothnia and the Gulf of Finland and 10% of its landmass lies underwater. Finland has over 179,000 islands, including the 98,050 islands in its 188,000 inland lakes. The Saimaa Lake system in the southeast of the country is the fourth largest lake in Europe. By European standards, Finland is very sparsely populated, and around 73% of the country is forested. In the south and southwest, the forest is mainly pine, fir and birch; in Lapland, in the far north, scattered dwarf birch forests give way to Arctic tundra. Most of the national forests are managed for timber, which is used for the manufacture of furniture, paper and fibreboards and for domestic heating and warming Finland's two million saunas. Finland's forests are said to be the most sustainably managed in Europe."
europe,france,"A popular year-round destination, France has an affable climate boasting long hot summers and cool winters, which bring snow to higher ground. Summer (June-August) is warm and sunny across much of the country; this is peak tourist season. If you're visiting at this time, prepare to face crowds at major sights, attractions, and coastal resorts, particularly along the French Riviera. Paris is best experienced in spring (March to May) as it is less crowded than summer. Visit the Weather in Paris and the best time to visit Paris guide for more information. If you like intense heat, south of France and St Tropez are sizzling hot in June, July and August. Spring (March-May) and autumn (September-October) are decidedly quieter; prices are also considerably cheaper. Bordeaux is one of France's most popular wine regions and the largest growing wine region in the country. Autumn is the best time to visit as the days are warm and the nights are cooler, plus there are plenty of wine harvest festivals. May and June are also good months to visit, with pleasant weather and wildflowers in bloom. The Alps & Pyrenees draw the crowds during the ski season (December-March) as they fill up the resorts, ready for skiing and winter sports activities. Avid hikers take to the mountains in early June to trek the beautiful trails, lined with wildflowers. Northeastern areas have warm summers and colder winters with rainfall distributed throughout the year and snowfall likely in winter. The Atlantic influences the climate of the western coastal areas from the Loire to the Basque region, where the weather is temperate and relatively mild with rainfall throughout the year. Summers here can be very hot and sunny – sunburn is a risk if you're unprepared. Provence promises one of the prettiest natural spectacles between the last week of June and the first week of August when the lavender fields in The Luberon burst into full bloom. By visiting in mid-June you'll likely miss the tourists, as mid-August is the busiest time of year. Light, breathable clothing for summer and waterproof winter gear for the mountains all year round. In winter, even the Mediterranean resorts often require a sweater or jacket for the cool evenings. France, the largest country in Western Europe, is bordered to the northwest by the English Channel (La Manche), to the northeast by Belgium and Luxembourg, to the east by Germany, Switzerland, and Italy, to the south by the Mediterranean (with Monaco as a coastal enclave between Nice and the Italian frontier), to the southwest by Spain and Andorra, and to the west by the Atlantic Ocean. The country’s loose six-sided shape means it often gets referred to by the informal nickname 'L’Hexagone'. The island of Corsica, southeast of Nice, is made up of two départements. France is home to an astonishing range of scenery, from the mountain ranges of the Alps and Pyrenees to the attractive river valleys of the Loire, Rhône, and Dordogne, and the flatter countryside of Normandy and the Atlantic coast. The country has some 2,900km (1,800 miles) of coastline. Away from the mainland and Corsica, there are several French-administered overseas departments and regions outside of Europe. These include Guadeloupe an island in the Caribbean; Réunion Island, located in the Indian Ocean just east of Madagascar; French Guiana, on the northeastern coast of South America; Martinique, another island in the Caribbean and Mayotte, an island in the Mozambique Channel."
europe,georgia,"Georgia has hot summers with mild winters, particularly in the southwest. Low temperatures are common in alpine areas. Heavist rainfall exists in the subtropical southwest. The best time to visit Georgia is in early-summer (May and June) and early-autumn (September), when temperatures are mild without the humidity and heat associated with July and August. Georgia is a mountainous country bordered by the Russian Federation in the north, Turkey in the southeast, Armenia in the south, Azerbaijan in the east and by the Black Sea in the west, which forms a 330km-long (206 miles) coastline. It includes the two autonomous republics Abkhazia and Ajaria. The state is crossed by the ranges of the Greater Caucasus (highest peak: Mt Kazbek, 5,047m/16,554ft). Enclosed high valleys, wide basins, health spas with famous mineral waters, caves and waterfalls combine in this land of varied landscapes and striking beauty."
europe,germany,"Germany is the seventh largest country in Europe, stretching from the Alps, across the North European Plain to the Baltic Sea. Its climate, however, varies little from north to south. Most of Germany has a temperate seasonal climate moderated by the North Atlantic Drift. Overall, Germany is a year-round destination with warm summers and relatively cold winters – although prolonged period of frost is rare. Rain falls throughout the year, with much of Germany experiencing its maximum rainfall over the high summer months. The highest annual temperatures tend to be in the southwest, where there's almost a Mediterranean feel to the landscape at times and where new heat records are reached almost every year. Unsurprisingly, this is where much of Germany's wine is grown. May through to September are the most popular months in terms of tourist numbers, and certainly hold the most appeal for visitors aiming to spend significant periods of time outdoors. However, April and October (the shoulder months) also hold real attraction for those who want the promise of mild weather without the tourist levels. The winter holidays are also a big draw in their way, as tourists flock to charming Christmas markets scattered across the country. Peak season for ski areas is from December through to the end of March. Berlin is the capital and the largest city in Germany. Geographically it sits in north-eastern Germany and has a temperate continental climate. Berlin's summer is warm with average high temperatures of 23°C (73°F). June and August are rainy too so pack a raincoat with you. Berlin's winter is quite mild with average high temperatures of 3°C (37°F). Home to world-renowned attractions, Berlin rarely witnesses 'slow' periods at any time of year, though prices tend to be slightly higher over the summer months. For more information, see the weather in Berlin and the best time to go guide. Located in west Germany in the Rhine-Ruhr area, Cologne is one of the warmest cities in Germany due to its low lying position. Spring and autumn are the best times to visit Cologne with temperatures averaging 14°C (57°F) in May and 15°C (59°F) in September. The city is aswarm with visitors during ""Crazy Days"" (before Shrove Thursday which falls in February or March) where people dress up and participate in balls and parades. For more information, see the weather in Cologne and the best time to go guide. Frankfurt is Germany's hub for commerce and transportation. The city occupies both sides of the Main River and is a year-round destination known for its trade fairs. Summer is warm with average high temperatures of 25°C (77°F). Winter is mild, although it can often get to -1°C (30°F) in the evening. For more information, see the weather in Frankfurt and the best time to go guide. Hamburg is a major port city in northern Germany with a maritime temperate climate. Due to its location, Hamburg is slightly cooler than Berlin which is about 500km (311 miles) south. August is the warmest month and sees an average high of just 22°C (72°F), while winter is cold (although it is also getting milder with less snowfall due to global warming). The daily mean in January is 1°C (34°F). For more information, see the weather in Hamburg and the best time to go guide. For other destinations in Germany, see the following guides: Weather in Munich guide Weather in Hanover guide Weather in Düsseldorf guide Weather in Stuttgart guide Light- to mediumweights in summer, medium- to heavyweights in winter. If you intend to visit the mountains or if you plan a long-distance hike, then pack waterproof gear and extra layers with you, no matter what the time of year. Germany borders Austria, Belgium, Czech Republic, Denmark, France, Luxembourg, The Netherlands, Poland and Switzerland. The northwest has a coastline on the North Sea while the Baltic coastline in the northeast stretches from the Danish to the Polish border. The country is divided into 16 states (Bundesländer) and has an exceedingly varied landscape. In what was once known as West Germany, the Rhine, Bavaria and the Black Forest stand as the three most famous features, while in the east, the country is lake-studded with undulating lowlands. River basins extend over a large percentage of the region, and some of Europe’s most prominent rivers flow through the country. These include the Elbe, the Danube and the Rhine. The highest point in the country is the 2,962m (9,718ft) peak of Zugspitze Mountain in the Bavarian Alps. Cable cars run to the summit – it can also be climbed."
europe,gibraltar,"Warm throughout the year, with hot summers and mild winters. Summer (May to September) can be very hot and humid. Gibraltar boasts around 300 day's sunshine a year. Temperatures can rise well above 30°C (86°F) between May and September. However the heat and humidity is tempered by sea breezes. Winters are mild with sunshine and temperatures around 17ºC (62°F) and with only occasional rainfall. Lightweights for summer and mediumweights for winter months. Gibraltar is a large promontory of jurassic limestone, situated in the western entrance to the Mediterranean. The rock is 5km (3 miles) long and the highest point is 426m (1,400ft) above sea level. An internal self-governing British Crown Colony, Gibraltar has given its name to the Bay and the Straits, which it overlooks. Spain is to the north and west, and Morocco is 26km (16 miles) to the south."
europe,spain,"As with all the Canary Islands, the climate of Gran Canaria is as near perfect as you're likely to find anywhere in the world. Winter temperatures very rarely dip below 16°C (61°F) in winter and only occasionally rise higher than 32°C (90°F) in summer. The coolest month is January, with average daytime temperatures of 18°C (64°F). The warmest is August with an average daytime temperature of 26°C (79°F). The north of the island is slightly cooler and less arid than the south. Lightweight, plus some wind protection according to the season and a warm jacket for the occasional chilly evening in winter. Gran Canaria is the most southerly of the seven Canary Islands and lies in the Atlantic Ocean approximately 217km (135 miles) off the border between Morocco and Western Sahara, and 1,150km (715 miles) from the Iberian Peninsula. The highest point on Gran Canaria is Pico de las Nieves at 1,949m (6,394ft). Gran Canaria is made up of 21 municipalities with the capital, Las Palmas located in the North of the island. Las Palmas is the largest city in all of the Canary Islands."
europe,greece,"Greece has a warm Mediterranean climate. In summer (June to August), dry hot days are often relieved by stiff evening breezes, especially in the north, on the islands and in coastal areas. Athens can be stiflingly hot, with temperatures occasionally exceeding 40°C (104°F) in July. Winters are mild in the south but much colder in the mountainous north, where it is not uncommon to see snow and temperatures plummeting to well below zero. November to March is the rainy season, most notably on the Ionian Islands. If you are planning a beach holiday, the sea is warm enough to swim from June through September, and hardier types will also manage in May and October. Seaside hotels are generally open from Easter through to late-October, as are water sports facilities. Spring (March to May) and autumn (September to November) are the ideal seasons for hiking and mountain biking, when the days are sunny but not unreasonably hot. Spring sees the Greek countryside dappled with wild flowers, while in autumn the trees take on russet hues. Although few people think of Greece as a winter destination, it is in fact possible to ski and snowboard here. Two of the most popular mountain ski resorts are Arahova (near Delphi) and Kalavrita (on the Peloponnese). Lightweight clothes (cotton is best) during summer months, including protection from the midday sun and sunglasses. Light sweaters are needed for evenings, especially on the islands. Waterproofs are advised for spring and autumn. Winter months can be quite cold, especially in the northern mainland, so normal winter wear will be required. Greece is situated in southeast Europe, bordering Albania, Macedonia and Bulgaria to the north, Turkey to the east and the Mediterranean Sea to the south and west. The mainland consists of the following regions: Central Greece, Peloponnese, Thessaly, Epirus, Macedonia (which, incidentally, borders the country Republic of Macedonia, also known as the former Yugoslav Republic of Macedonia or FYR Macedonia) and Thrace. High mountains, fertile plains, pine forest and scrub-covered foothills are all found on the Greek mainland. The largest mountain range is the Pindus, which runs north-south through central mainland Greece, and separates the regions of Thessaly and Epirus. The highest mountain is Olympus, which soars 2,917m (9,570ft) - according to Ancient Greek mythology, this is where the 12 Olympian Gods resided. The islands account for one-fifth of the country's land area. The majority are thickly clustered in the Aegean between the Greek and Turkish coasts. The Ionian Islands are the exception; they are scattered along the west coast in the Ionian Sea, looking (both geographically and culturally) towards Italy. The Aegean archipelago includes the Dodecanese, lying off the Turkish coast, of which Rhodes is the best known; the northeast Aegean group, including Chios, Ikaria, Lemnos, Lesvos and Samos; the Sporades, off the central mainland; and the Cyclades, comprising 39 islands (of which only 24 are inhabited). Crete, the largest island (with an astounding 1,000km/621miles of coastline and a population of some 650,000), is not included in any formal grouping."
europe,channel-islands,"Guernsey enjoys a temperate oceanic climate categorised by long, dry summers and mild winters. Spring (March to May) starts off cool but by May, temperatures reach an average of high of 14°C (57°F) and an average low of 9°C (48°F), a good time for hikers to savour the uncrowded landscapes. Summer (June to August) is peak season and rainfall at its lowest. 19°C (66°F) is the average high in July and August, and with the sea temperatures ranging from 16°C (61°F) to 19°C (66°F) in August, this is the perfect time to go for a swim in the ocean. Autumn (September to November) is the best time to visit for budget-conscious travellers as prices are lower and the weather is still warm. Every October, the island hosts the Tennerfest where foodies feast on a three-course meal for £10 to £20 per person. Winter (December to February) is never that cold but can be grey and rainy. February is considered the coldest month with an average high of 7°C (45°F) and an average low of 4°C (39°F), still relatively warm considered by many. Normal beach and holiday wear for summer, with a jacket or a sweater for the evenings. Rainwear are advised from November to March. Guernsey is situated in the Gulf of St Malo, 50km (30 miles) from the coast of France and 130km (80 miles) from the south coast of England. The cliffs on the south coast rise to 80m (270ft), from which the land slopes away gradually to the north. Guernsey is an ideal centre for excursions to the other Channel Islands and France. The islands of Alderney, Brecqhou, Herm, Jethou, Lihou and Sark are dependencies of Guernsey."
europe,hungary,"Hungary has a mild continental climate. There are four distinct seasons, with a very warm summer from June to August where temperatures can rise to as high as 35°C (95°F). Spring and autumn are mild, while winters are very cold, as low as -10°C (14°F), and not a good time to visit rural areas – although city breaks are enjoyable at any time of year. The south of the country around Pécs is a little warmer on average, although the region still experiences snowfall in winter. Annual rainfall is an average of 6cm (2.3 inches) and is relatively evenly distributed throughout the year, with snowfall common in winter. Lightweights for summer, medium weight clothing for spring and heavier clothing for autumn and winter. Waterproofs can prove useful at any time of year. Long-sleeved shirts, trousers, boots and hats should be worn to protect exposed skin in forested, grassy and lakeside areas in summer to prevent bites from ticks. Hungary is situated in Central Europe, sharing borders to the north with Slovakia, to the northeast with Ukraine, to the east with Romania, to the south with Croatia and Serbia, and to the west with Austria and Slovenia. Despite much of the country lying lower than 200m (656ft), there are several ranges of hills, chiefly in the north and west. The country’s highest point is Kékes in the Matra Mountains northeast of Budapest, which is 1,014m (3,327ft) high. Other, relatively low, mountain ranges include the North Hungarian Mountains, the Transdanubian Mountains and Mecsek north of Pécs. The lowest point, near Szeged in southern Hungary, is just 77m (253ft) above sea level. The Great Hungarian Plain, which stretches northeast from the Danube to the foothills of the Carpathian Mountains, east to the mountains of Transylvania in Romania, and south to the Fruška Gora range in Serbia, covers more than half of Hungary’s total territory. It is flat and low-lying throughout, never exceeding more than 183m (591ft) in height. The Little Hungarian Plain is similar, but much smaller, and lies in northwest Hungary next to the Austrian and Slovakian borders. Two major European rivers run through Hungary, the Danube and the Tisza. The former flows through Budapest on its way to the Black Sea via Croatia, Serbia, Bulgaria and Romania. The River Tisza, which has its source in Ukraine, flows south through Hungary into Vojvodina in northern Serbia, where it joins with the Danube. Both rivers are navigable in Hungary. Smaller rivers include the Rába, Szamos, Sío and the Drava, which largely defines the Croatian border. Hungary has no coastline, but the country is home to Lake Balaton in west-central Hungary, which is sometimes referred to as the ‘Hungarian Sea’. Lake Balaton is a regionally important freshwater lake, the largest in Central Europe, with a surface area of 592 sq km (229 sq miles). At 78km (48 miles) long and up to 14km (9 miles) wide, it’s Hungary’s largest recreational area and a popular destination for both summer swimming and winter sports. Hungary also has two much smaller lakes: Lake Velence, which is a bird reserve, and Lake Fertö, which straddles the Austrian border near Sopron."
europe,spain,"With a Mediterranean climate, Ibiza enjoys mild winters and hot summers that can see temperatures exceeding 30ºC (86ºF) and an average of over 11 hours of sunshine per day. Rain tends to fall in the cooler winter months between October and December though occasional showers are not unusual at any time of year. The high season runs from June to September, when temperatures are at their highest, and this is the best time to visit for the infamous Ibiza nightlife or beach holidays. To avoid the crowds, visit in May or October when the weather is still sunny, rain is rare, but the party season has either yet to begin or is coming to a close. In winter, the temperature rarely drops under 0ºC (32ºF). From November to April, the average daytime temperature is about 15ºC (59ºF). However, when the sun comes out, this can rapidly climb to 25ºC (77ºF). Light to medium weights and waterproofs if visiting in the wettest season between October and December, with warmer clothing occasionally necessary for cooler evenings. July and August are particularly hot so pack beachwear for the day and loose-fitting clothes for the evening. Ibiza is 571 sq km (220 sq miles), making it the third-largest of the Balearic Islands, an archipelago off the coast of Spain that includes Mallorca, Menorca, Ibiza (Eivissa) and Formentera. It is located in the Mediterranean Sea, 75km (46.6 miles) to the East of the Iberian Peninsula, 82km (51 miles) southwest of Mallorca and 87km (54 miles) away from the Alicante coast. Despite only measuring approximately 35km (21 miles) in length at its longest point, and just 20km (12 miles) in width, Ibiza boasts two mountain ranges, both covered in thick, hardy woodland which inspired early Greek invaders to name Ibiza and neighbouring Formentera the Islas Pitiusas (Islands of Pine Trees). The Pitiusas are surrounded by over 60 small islets, such as S'Espardell, S'Espalmador and Penjats between Ibiza and Formentera, Es Vedrá, Es Vedranell, S'Espartar, Bosc, Bledes and Conillera in the southwest and Tagomago in the northeast. The highest point of Ibiza is Atalaya of Sa Talaiassa de Sant Josep, at 475m (1,561ft), while the land to the south is the lowest point and consists of salt pans that have been exploited since ancient times and continue to be both an industry and tourist attraction. The most common crops grown are olives, figs and almonds. The long, often rugged coastline is peppered with a mixture of fine sandy beaches, pebbles, rocks and cliffs."
europe,iceland,"Iceland has a changeable climate tempered by the cold winds from the North Pole and the warm air from the Gulf Stream. Apart from sudden changes in weather and temperature, visitors should also expect strong winds and cloudy skies. Rain is common, especially along the south coast. In Reykjavík, the average precipitation is 840mm (33in) a year, but if you move further northeast to Akureyri, rainfall becomes less frequent, averaging about 500mm (20in) a year. Spring (April to May) starts late but temperatures soon climb above the freezing point. In Reykjavík, the average temperature reaches 6°C (43°F) by May. Summer (June to August) is lovely, with long days and mild temperatures. This is the best time to visit Iceland. In Reykjavík, the sky may be cloudy, but with temperatures hovering around 11°C (52°F) and plenty of events taking place, it is hard not to feel happy. Autumn (September to October) starts off relatively warm but temperatures soon drop to an average of 4°C (39°F) by October. Winter (November to March) is long, cold and dark. In Reykjavík, rainfall is frequent but you can also expect a small amount of snow between December and January, with temperatures averaging 0°C (32°F). If you travel north, naturally you can expect a colder climate. Snow is also abundant in the plateaus and mountains. Beware that you only get a few hours of daylight each day, especially in December. As the weather in Iceland can be unpredictable, use layers to keep yourself cool or warm, regardless of which month you go to Iceland. In the winter, add gloves and thermals to your packing list. Waterproof garments are also essential. Another must-bring item is swimwear – even in the winter, Icelanders visit heated pools or geothermal spas to relax. Located near the Arctic Circle, Iceland covers some 103,000km² (39,769mi²) and is the second-largest island in Europe, after Great Britain. Iceland sits on top of two tectonic plates – where the Eurasian and American tectonic plates meet. As the plates split apart gradually, new landmass is being formed and as a result, Iceland grows by about 5cm (2in) a year. The most significant of these seismic features can be seen at Þingvellir (Thingvellir) National Park, particularly along the Almannagjá gorge, which is essentially the space between the tectonic plates. About 11% of the country is covered in glaciers and another 70% is uninhabited. In other words, the landscape of Iceland is wild, untamed but extremely beautiful, dotted with majestic waterfalls, snow-capped volcanoes, moss-covered lava fields and black sand beaches. The moon-like landscape also makes Iceland the ideal training ground for American astronauts. In fact, the Apollo 11 crew were trained in the areas around Húsavík, a small fishing village on Iceland's northern coast."
europe,ireland,"Ireland's relatively temperate climate is due to mild southwesterly winds and the effects of the Atlantic Gulf Stream. Summers are warm – only rarely getting unpleasantly hot – while temperatures during winter are much cooler, although it’s far from common for the temperature to drop below freezing and snowfall is rare. Spring and autumn are very mild, with rainfall expected all year round. The other chief characteristic of the climate, however, is its unpredictability. You might be basking in balmy T-shirt weather one week, then wrapping up to stave off the chill the next – all the while with an umbrella to hand. Lightweights during summer with warmer mediumweights for the winter. Rainwear is advisable throughout the year. If you find yourself lacking anything essential on arrival, of course, all key centres are well stocked with clothing outlets, with the larger cities particularly good in terms of picking up high quality outdoor equipment. And it's worth remembering that certain clothing items which are more commonly seen as souvenirs – hand-knit Aran sweaters, for example – can be practical purchases for the trip itself. The Republic of Ireland lies in the north Atlantic Ocean and is separated from Britain by the Irish Sea to the west. The northeastern part of the island (Northern Ireland) is part of the United Kingdom. There are four provinces: Leinster, which covers the eastern portion of the country around Dublin; Munster, which covers the south; Connacht, which covers the west of Ireland; and Ulster, which is predominantly in Northern Ireland but also covers the northern tip of the Republic. Ireland has a central plain surrounded by a rim of mountains and hills offering some of the most varied and unspoilt scenery in Europe. Inland you’ll find bogs, moors, forests, lakes, mountains and wetlands. Quiet sandy beaches, semi-tropical bays warmed by the Gulf Stream, and rugged cliffs make up the 5,600km (3,500 miles) of coastline. For those who really want to make the most of the coastal scenery (and are keen to see a bit of Northern Ireland too), a full loop of the island – sticking close to the sea at all times – can be done with ease in a couple of weeks.   Together, the landscape and the offshore waters provide a good habitat for a wide variety of wildlife. Seals and dolphins are spotted regularly, while the Cork coast even offers the chance to whale-watch over the summer months. There are numerous rivers in Ireland, the longest of which – the River Shannon, at 360 km (224 miles) in length – is also seen as one of the country’s most picturesque. Other notable waterways include the River Liffey, which flows from the Wicklow Mountains to the Irish Sea, through the centre of Dublin."
europe,united-kingdom,"The climate of the Isle of Man is temperate, with cool summers and mild winters. There is a considerable variation in rainfall over the island, although the average is high in comparison to the rest of the British isles, as the isle of Man is located to the west of mainland Britain and far enough from Ireland for moisture to accumulate on the prevailing south-westerly winds. The driest parts of the island are in the extreme south and over the northern plain, whilst the wettest are the hilly interior and Snaefell. However, frost and snow occur much less frequently than in other parts of the British Isles. Temperatures are consistently cool, although the recorded maximum is almost 29°C. The north of the island lies in a rain shadow and has higher levels of sunshine in general. With consistent temperatures, the Isle of Man is a good year-round destination. However, April, May and June are the driest months, whilst May, June and July are the sunniest and July and August are the warmest. You ought to take a range of clothing suitable for a variety of weather conditions. Ensure that you have waterproof and windproof layers as well as warmer clothing for the evenings. If you are going walking, make sure that you have comfortable, well-broken-in boots with good ankle support. The Isle of Man is an island situated in the Irish Sea, between the United Kingdom and Ireland; modest in size, it is just 53km (33 miles) long and 21km (13 miles) wide. The main towns are located along the coastline, which totals 161km (100 miles) and is dented with small bays. Legend has it that the Isle of Man was created when the Irish giant Finn MacCooill hurled a boulder from Ireland’s coastline towards Scotland during a fight. The boulder fell into the sea and became the island. The island’s terrain is varied; the larger part is formed from highly faulted and folded sedimentary rocks although there is an area of sandstone around Peel. Substantial deposits of copper, lead, silver, zinc and iron can be found on the island and there are also quarries of black marble, limestone, clay and granite. Over two-thirds of the land mass is cultivated. There are two main mountainous areas separated by a central valley that runs from Douglas to Peel. The northern end of the island is a flat plain made up of glacial tills and marine sediment, which leads gently to the sea and long sandy beaches that contrast with the rocky cliffs found elsewhere. At 621m (2,036ft), Snaefell is the only mountain and the highest point on the island. In the south, the island is generally hillier, with distinct valleys. Wooded glens can be found all over the island, often leading to the sea. The longest river on the island is the Sulby, which is 16.9km (10.5 miles) long. Smaller islands and outcrops can be found off the coast, including the Calf of Man at the southern tip and St Patrick’s Isle by Peel."
europe,italy,"Italy is characterised by a Mediterranean climate with hot, dry summers and cool, wet winters. July is the hottest month with temperatures up to 30C (86F), and January is the coldest month. It is a great destination to visit year round, particularly if taking a city break, though for the warmest and most reliable weather April to June is the prime tourist season. Most Italians take their holiday in July and August so prices, and crowds, can soar during these months, which are also the hottest of the year. If you’re keen to avoid the main scrum of peak season but still bank on mild weather, late September to October is a good choice. Lightweight clothes are worn during the summer, except in the mountains. Winter demands light to mediumweights in the south, but warmer clothes elsewhere. Alpine wear is advised for winter mountain resorts. Italy is a boot-shaped country situated in southern Europe. Jutting out into the Mediterranean Sea, it shares borders with France, Switzerland, Austria and Slovenia in the mountainous north, which contains some of the highest peaks in Europe. In central Italy, Tuscany has a diverse landscape composed of fertile rolling hills, lush river valleys, minor mountain ranges and a long sandy coastline. To the east is Umbria, known as the ‘green heart of Italy' - hilly with broad plains, olive groves and pines, and Le Marche – a region of gentle mountains, rivers and small fertile plains. Further south lies Rome, Italy's capital city. Within its precincts lies Vatican City, the world's smallest country (by landmass). The south of the country is hotter, wilder and much drier than the north, characterised by dry sierras, rocky mountain ranges and volcanic outcrops, including three of Europe’s most active volcanoes: Vesuvius, Etna and Stromboli. Puglia, the ‘heel of the boot', is a mixed landscape of fertile plateaus, expansive olive groves and flat, ochre-coloured plains. The islands of Sicily and Sardinia lie offshore to the southwest and west respectively."
europe,channel-islands,"Jersey has an oceanic climate with warm summers and mild winters. Rainfall is fairly consistent year-round, although it is less frequent during the summer months. Spring (March to May) is pleasant with mild weather. Average highs climb from 10°C (50°F) in March to 16°C (61°F) in May. Summer (June to August) is the best time to visit Jersey. As the weather gets warmer, rain is less frequent. August is the warmest month with an average high of 21°C (70°F). Autumn (September to November) starts off warm but turns rainy soon. It also gets cooler with each passing week. By November, the average high is 15°C (59°F). Winter (December to February) is mild, but wind and high humidity can make one feel colder. January and February are the coolest months with an average high of 8°C (46°F). Cotton and beachwear for summer, but bring a jacket as there are often sea breezes. Warm clothes are necessary for winter and spring. Pack a raincoat with you no matter which month you plan to visit. Jersey is the largest of the Channel Islands, lying about 23km (14 miles) from the coast of Normandy in France and 137km (85 miles) south of the English coast. The island is roughly 14.5km (8 miles) wide by 8km (5 miles) long. It slopes from north to south and the rocks are mostly granite. Jersey has about 18 bays accessible by foot, plus numerous coves which you could swim, sail or kayak to."
europe,kosovo,"Kosovo has a mild continental climate with cold, snowy winters and warm summers. May and September are the best months to visit. In winter, mediumweight clothing and heavy overcoat; in summer, lightweight clothing and raincoat required. Landlocked Kosovo shares borders with Serbia, Macedonia, Montenegro and Albania. It is ringed by mountains: the Sharr (Å ar in Serbian) Mountains are located in the south and southeast, bordering Macedonia. The Kopaonik Mountains rise in the north. The southwest borders with Montenegro and Albania are also mountainous, and are home to the nation's highest mountain, Gjeravica (Äeravica in Serbian), 2,656m (8,714ft) high. The central region is mainly hilly, but two large plains spread over Kosovo's west and east."
europe,spain,"Lanzarote has a warm, pleasant climate throughout the year with annual average temperatures of around 22°C (78°F) and very little rainfall (averaging less than 16 days per year). December and January are the months when this rainfall is most likely to occur. The north of the island tends to be windier and more cloudy.Occasionally temperatures can soar to 40°C (104°F) and above when the sirocco wind brings hot, dry and sandy air from the Sahara. This can last from a few hours to a week. Lightweight, plus some wind protection according to the season. Lanzarote is the most northerly and the most easterly of the seven Canary Islands. The island lies in the Atlantic Ocean approximately 125km (78 miles) off the border between Morocco and Western Sahara, and 1,020km (634 miles) from the Iberian Peninsula. The highest point on Lanzarote is Peñas del Chache at 670m (2,198ft)."
